Genre,Film Link
action,/film/everything-everywhere-all-at-once/
action,/film/spider-man-into-the-spider-verse/
action,/film/the-dark-knight/
action,/film/inception/
action,/film/spider-man-across-the-spider-verse/
action,/film/spider-man-no-way-home/
action,/film/avengers-infinity-war/
action,/film/baby-driver/
action,/film/avengers-endgame/
action,/film/kill-bill-vol-1/
action,/film/scott-pilgrim-vs-the-world/
action,/film/the-matrix/
action,/film/guardians-of-the-galaxy/
action,/film/black-panther/
action,/film/the-lord-of-the-rings-the-fellowship-of-the-ring/
action,/film/mad-max-fury-road/
action,/film/star-wars/
action,/film/avatar-the-way-of-water/
action,/film/guardians-of-the-galaxy-vol-3/
action,/film/spider-man-homecoming/
action,/film/top-gun-maverick/
action,/film/deadpool/
action,/film/thor-ragnarok/
action,/film/bullet-train/
action,/film/1917/
action,/film/avatar/
action,/film/doctor-strange-in-the-multiverse-of-madness/
action,/film/spider-man-far-from-home/
action,/film/the-avengers-2012/
action,/film/dunkirk-2017/
action,/film/the-empire-strikes-back/
action,/film/spider-man/
action,/film/tenet/
action,/film/the-lord-of-the-rings-the-return-of-the-king/
action,/film/the-incredibles/
action,/film/guardians-of-the-galaxy-vol-2/
action,/film/iron-man-2008/
action,/film/the-hunger-games-the-ballad-of-songbirds-snakes/
action,/film/the-lord-of-the-rings-the-two-towers/
action,/film/captain-america-civil-war/
action,/film/the-dark-knight-rises/
action,/film/doctor-strange-2016/
action,/film/spider-man-2/
action,/film/oldboy/
action,/film/john-wick/
action,/film/the-hunger-games-catching-fire/
action,/film/batman-begins/
action,/film/star-wars-the-force-awakens/
action,/film/captain-america-the-winter-soldier/
action,/film/star-wars-episode-iii-revenge-of-the-sith/
action,/film/return-of-the-jedi/
action,/film/avengers-age-of-ultron/
action,/film/thor-love-and-thunder/
action,/film/the-suicide-squad/
action,/film/star-wars-the-last-jedi/
action,/film/star-wars-episode-i-the-phantom-menace/
action,/film/scarface-1983/
action,/film/leon-the-professional/
action,/film/black-widow-2021/
action,/film/shang-chi-and-the-legend-of-the-ten-rings/
action,/film/captain-marvel/
action,/film/kill-bill-vol-2/
action,/film/pirates-of-the-caribbean-the-curse-of-the-black-pearl/
action,/film/rogue-one-a-star-wars-story/
action,/film/the-nice-guys/
action,/film/the-amazing-spider-man/
action,/film/logan-2017/
action,/film/ant-man/
action,/film/captain-america-the-first-avenger/
action,/film/black-panther-wakanda-forever/
action,/film/deadpool-2/
action,/film/raiders-of-the-lost-ark/
action,/film/star-wars-the-rise-of-skywalker/
action,/film/star-wars-episode-ii-attack-of-the-clones/
action,/film/gladiator-2000/
action,/film/incredibles-2/
action,/film/the-northman/
action,/film/iron-man-3/
action,/film/suicide-squad-2016/
action,/film/spider-man-3/
action,/film/iron-man-2/
action,/film/thor/
action,/film/big-hero-6/
action,/film/die-hard/
action,/film/kingsman-the-secret-service/
action,/film/eternals/
action,/film/john-wick-chapter-4/
action,/film/all-quiet-on-the-western-front-2022/
action,/film/godzilla-minus-one/
action,/film/civil-war-2024/
action,/film/kung-fu-panda/
action,/film/the-hunger-games-mockingjay-part-2/
action,/film/train-to-busan/
action,/film/heat-1995/
action,/film/wonder-woman-2017/
action,/film/venom-2018/
action,/film/the-amazing-spider-man-2/
action,/film/furiosa-a-mad-max-saga/
action,/film/fallen-angels/
action,/film/ant-man-and-the-wasp/
action,/film/top-gun/
action,/film/john-wick-chapter-2/
action,/film/ready-player-one/
action,/film/birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn/
action,/film/thor-the-dark-world/
action,/film/akira/
action,/film/the-fall-guy-2024/
action,/film/ford-v-ferrari/
action,/film/ant-man-and-the-wasp-quantumania/
action,/film/john-wick-chapter-3-parabellum/
action,/film/21-jump-street/
action,/film/hot-fuzz/
action,/film/snowpiercer/
action,/film/v-for-vendetta/
action,/film/children-of-men/
action,/film/sicario-2015/
action,/film/no-time-to-die-2021/
action,/film/mission-impossible-dead-reckoning-part-one/
action,/film/brave-2012/
action,/film/jurassic-world/
action,/film/rise-of-the-planet-of-the-apes/
action,/film/skyfall/
action,/film/oceans-eight/
action,/film/the-terminator/
action,/film/terminator-2-judgment-day/
action,/film/monkey-man/
action,/film/pirates-of-the-caribbean-dead-mans-chest/
action,/film/mr-mrs-smith-2005/
action,/film/the-maze-runner/
action,/film/casino-royale-2006/
action,/film/aliens/
action,/film/the-hobbit-an-unexpected-journey/
action,/film/indiana-jones-and-the-last-crusade/
action,/film/dawn-of-the-planet-of-the-apes/
action,/film/megamind/
action,/film/x-men-days-of-future-past/
action,/film/batman-v-superman-dawn-of-justice/
action,/film/solo-a-star-wars-story/
action,/film/men-in-black/
action,/film/the-lego-batman-movie/
action,/film/seven-samurai/
action,/film/aquaman-2018/
action,/film/nobody-2021/
action,/film/shazam/
action,/film/teenage-mutant-ninja-turtles-mutant-mayhem/
action,/film/indiana-jones-and-the-temple-of-doom/
action,/film/venom-let-there-be-carnage/
action,/film/mission-impossible-fallout/
action,/film/indiana-jones-and-the-dial-of-destiny/
action,/film/edge-of-tomorrow/
action,/film/kick-ass/
action,/film/man-of-steel/
action,/film/the-flash/
action,/film/night-at-the-museum/
action,/film/x-men-first-class/
action,/film/pirates-of-the-caribbean-at-worlds-end/
action,/film/world-war-z/
action,/film/the-hobbit-the-desolation-of-smaug/
action,/film/mission-impossible/
action,/film/the-unbearable-weight-of-massive-talent/
action,/film/zack-snyders-justice-league/
action,/film/godzilla-vs-kong/
action,/film/prey-2022/
action,/film/uncharted-2022/
action,/film/creed/
action,/film/the-creator-2023/
action,/film/the-gentlemen/
action,/film/the-incredible-hulk/
action,/film/the-matrix-reloaded/
action,/film/the-hobbit-the-battle-of-the-five-armies-extended-version/
action,/film/the-matrix-resurrections/
action,/film/watchmen/
action,/film/wonder-woman-1984/
action,/film/kingsman-the-golden-circle/
action,/film/castle-in-the-sky/
action,/film/batman-1989/
action,/film/x-men/
action,/film/how-to-train-your-dragon-2/
action,/film/neon-genesis-evangelion-the-end-of-evangelion/
action,/film/the-mummy-1999/
action,/film/this-is-the-end/
action,/film/lucy-2014/
action,/film/fury-2014/
action,/film/22-jump-street/
action,/film/rrr/
action,/film/tropic-thunder/
action,/film/justice-league/
action,/film/divergent/
action,/film/madame-web/
action,/film/kingdom-of-the-planet-of-the-apes/
action,/film/pacific-rim/
action,/film/the-fast-and-the-furious-2001/
action,/film/minority-report/
action,/film/jurassic-world-fallen-kingdom/
action,/film/the-marvels/
action,/film/raya-and-the-last-dragon/
action,/film/jurassic-world-dominion/
action,/film/kong-skull-island/
action,/film/death-proof/
action,/film/x-men-apocalypse/
action,/film/maleficent/
action,/film/pokemon-detective-pikachu/
action,/film/the-fifth-element/
action,/film/transformers/
action,/film/spectre-2015/
action,/film/the-gray-man-2022/
action,/film/predator/
action,/film/indiana-jones-and-the-kingdom-of-the-crystal-skull/
action,/film/sherlock-holmes-2009/
action,/film/black-adam/
action,/film/looper/
action,/film/mission-impossible-rogue-nation/
action,/film/ghost-in-the-shell/
action,/film/batman-returns/
action,/film/mission-impossible-ghost-protocol/
action,/film/the-last-duel-2021/
action,/film/the-matrix-revolutions/
action,/film/harakiri/
action,/film/300/
action,/film/mandy-2018/
action,/film/braveheart/
action,/film/godzilla-kong-the-new-empire/
action,/film/godzilla-2014/
action,/film/x2/
action,/film/training-day/
action,/film/creed-iii/
action,/film/pirates-of-the-caribbean-on-stranger-tides/
action,/film/morbius/
action,/film/the-worlds-end/
action,/film/robocop/
action,/film/the-lost-world-jurassic-park/
action,/film/sonic-the-hedgehog/
action,/film/battle-royale/
action,/film/american-sniper/
action,/film/blue-beetle/
action,/film/road-house-2024/
action,/film/the-interview-2014/
action,/film/pirates-of-the-caribbean-dead-men-tell-no-tales/
action,/film/now-you-see-me-2/
action,/film/the-wolverine/
action,/film/the-fast-and-the-furious-tokyo-drift/
action,/film/shark-tale/
action,/film/godzilla-king-of-the-monsters-2019/
action,/film/cloverfield/
action,/film/damsel-2024/
action,/film/the-bourne-identity-2002/
action,/film/they-live/
action,/film/sin-city/
action,/film/speed/
action,/film/mission-impossible-iii/
action,/film/x-men-origins-wolverine/
action,/film/x-men-the-last-stand/
action,/film/independence-day/
action,/film/the-karate-kid/
action,/film/alita-battle-angel/
action,/film/point-break/
action,/film/red-notice/
action,/film/ran/
action,/film/kung-fu-panda-4/
action,/film/rush-hour/
action,/film/mission-impossible-ii/
action,/film/kung-fu-panda-3/
action,/film/mad-max/
action,/film/the-lost-city-2022/
action,/film/from-dusk-till-dawn/
action,/film/the-kings-man/
action,/film/the-meg/
action,/film/dune/
action,/film/king-kong-2005/
action,/film/platoon/
action,/film/quantum-of-solace/
action,/film/dark-phoenix/
action,/film/2-fast-2-furious/
action,/film/taken/
action,/film/in-time/
action,/film/miss-congeniality/
action,/film/argylle/
action,/film/maze-runner-the-scorch-trials/
action,/film/total-recall/
action,/film/creed-ii/
action,/film/gran-turismo/
action,/film/true-romance/
action,/film/constantine/
action,/film/fantastic-four-2005/
action,/film/blade/
action,/film/national-treasure/
action,/film/starship-troopers/
action,/film/fast-five/
action,/film/crouching-tiger-hidden-dragon/
action,/film/murder-mystery/
action,/film/furious-7/
action,/film/fast-x/
action,/film/fall-2022/
action,/film/captain-phillips/
action,/film/atomic-blonde/
action,/film/pineapple-express/
action,/film/tron-legacy/
action,/film/the-man-from-uncle/
action,/film/violent-night/
action,/film/rush-2013/
action,/film/logan-lucky/
action,/film/upgrade/
action,/film/maze-runner-the-death-cure/
action,/film/troy/
action,/film/star-trek/
action,/film/charlies-angels/
action,/film/the-raid-2011/
action,/film/men-in-black-ii/
action,/film/love-and-monsters/
action,/film/shazam-fury-of-the-gods/
action,/film/2012/
action,/film/face-off/
action,/film/jurassic-park-iii/
action,/film/army-of-the-dead-2021/
action,/film/werewolf-by-night/
action,/film/men-in-black-3/
action,/film/escape-from-new-york/
action,/film/sonic-the-hedgehog-2/
action,/film/the-other-guys/
action,/film/bumblebee/
action,/film/sherlock-holmes-a-game-of-shadows/
action,/film/alien-3/
action,/film/i-robot/
action,/film/the-crow/
action,/film/the-blues-brothers/
action,/film/mad-max-2/
action,/film/f9/
action,/film/the-day-after-tomorrow/
action,/film/rise-of-the-guardians/
action,/film/batman-robin/
action,/film/ghostbusters-2016/
action,/film/transformers-rise-of-the-beasts/
action,/film/run-lola-run/
action,/film/the-karate-kid-2010/
action,/film/batman-forever/
action,/film/the-assassination-of-jesse-james-by-the-coward-robert-ford/
action,/film/transformers-revenge-of-the-fallen/
action,/film/blood-diamond/
action,/film/spy-kids/
action,/film/fast-furious-6/
action,/film/mortal-kombat-2021/
action,/film/aquaman-and-the-lost-kingdom/
action,/film/extraction-2020/
action,/film/hellboy/
action,/film/mulan-2020/
action,/film/thief/
action,/film/the-croods/
action,/film/first-blood/
action,/film/the-woman-king/
action,/film/planet-of-the-apes/
action,/film/fast-furious/
action,/film/the-french-connection/
action,/film/the-equalizer/
action,/film/meg-2-the-trench/
action,/film/shin-godzilla-orthochromatic/
action,/film/the-fugitive-1993/
action,/film/the-bourne-ultimatum/
action,/film/hancock/
action,/film/jungle-cruise/
action,/film/despicable-me-3/
action,/film/chappie/
action,/film/central-intelligence/
action,/film/ghost-in-the-shell-2017/
action,/film/love-exposure/
action,/film/tombstone/
action,/film/man-on-fire-2004/
action,/film/true-lies/
action,/film/kung-fu-hustle/
action,/film/dr-no/
action,/film/men-in-black-international/
action,/film/fantastic-four/
action,/film/the-tomorrow-war/
action,/film/batman-mask-of-the-phantasm/
action,/film/the-last-of-the-mohicans-1992/
action,/film/hulk/
action,/film/what-happened-to-monday/
action,/film/mad-max-beyond-thunderdome/
action,/film/goldeneye/
action,/film/rush-hour-2/
action,/film/the-abyss/
action,/film/ben-hur-1959/
action,/film/bad-boys-for-life/
action,/film/blade-ii/
action,/film/sherlock-jr/
action,/film/wrath-of-man/
action,/film/the-hitmans-bodyguard/
action,/film/9/
action,/film/willys-wonderland/
action,/film/demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train/
action,/film/existenz/
action,/film/bad-boys-ii/
action,/film/hellboy-ii-the-golden-army/
action,/film/6-underground/
action,/film/the-rock/
action,/film/cool-hand-luke/
action,/film/allegiant/
action,/film/jack-reacher/
action,/film/moonfall/
action,/film/terminator-3-rise-of-the-machines/
action,/film/van-helsing/
action,/film/terminator-dark-fate/
action,/film/attack-the-block/
action,/film/get-smart/
action,/film/enter-the-dragon/
action,/film/san-andreas/
action,/film/triple-frontier/
action,/film/miami-vice/
action,/film/the-purge-election-year/
action,/film/national-treasure-book-of-secrets/
action,/film/road-house/
action,/film/police-story/
action,/film/pearl-harbor/
action,/film/transformers-the-last-knight/
action,/film/munich/
action,/film/the-magnificent-seven-2016/
action,/film/paul-blart-mall-cop/
action,/film/daredevil/
action,/film/the-equalizer-3/
action,/film/from-russia-with-love/
action,/film/the-general/
action,/film/planet-terror/
action,/film/the-italian-job-2003/
action,/film/the-raid-2/
action,/film/under-paris/
action,/film/guns-akimbo/
action,/film/revenge-2017/
action,/film/the-cloverfield-paradox/
action,/film/charlies-angels-2019/
action,/film/bad-boys-ride-or-die/
action,/film/the-mummy-2017/
action,/film/the-book-of-eli/
action,/film/avp-alien-vs-predator/
action,/film/you-dont-mess-with-the-zohan/
action,/film/the-equalizer-2/
action,/film/the-expendables/
action,/film/pain-gain/
action,/film/the-hunt-for-red-october/
action,/film/duel/
action,/film/king-arthur-legend-of-the-sword/
action,/film/hero-2002/
action,/film/the-predator/
action,/film/rampage-2018/
action,/film/star-wars-the-clone-wars/
action,/film/spy-kids-3-d-game-over/
action,/film/hard-boiled/
action,/film/evangelion-3010-thrice-upon-a-time/
action,/film/the-boondock-saints/
action,/film/the-guest-2014/
action,/film/alive-2020/
action,/film/the-lion-king-ii-simbas-pride/
action,/film/jason-bourne/
action,/film/equilibrium/
action,/film/teenage-mutant-ninja-turtles-2014/
action,/film/jumper/
action,/film/sicario-day-of-the-soldado/
action,/film/sound-of-freedom/
action,/film/crank/
action,/film/a-taxi-driver/
action,/film/spy-kids-2-the-island-of-lost-dreams/
action,/film/lara-croft-tomb-raider/
action,/film/assault-on-precinct-13/
action,/film/bright/
action,/film/the-mask-of-zorro/
action,/film/the-ministry-of-ungentlemanly-warfare/
action,/film/midnight-run/
action,/film/infernal-affairs/
action,/film/terminator-genisys/
action,/film/team-america-world-police/
action,/film/salt-2010/
action,/film/hanna/
action,/film/tron/
action,/film/jupiter-ascending/
action,/film/journey-to-the-center-of-the-earth-2008/
action,/film/predator-2/
action,/film/terminator-salvation/
action,/film/pacific-rim-uprising/
action,/film/enders-game/
action,/film/planet-of-the-apes-2001/
action,/film/lady-snowblood/
action,/film/despicable-me-4/
action,/film/elite-squad/
action,/film/free-fire/
action,/film/the-first-purge/
action,/film/the-heat/
action,/film/assassins-creed/
action,/film/to-live-and-die-in-la/
action,/film/prince-of-persia-the-sands-of-time/
action,/film/operation-fortune-ruse-de-guerre/
action,/film/superman-returns/
action,/film/red-2010/
action,/film/greenland/
action,/film/migration-2023/
action,/film/power-rangers/
action,/film/godzilla-1998/
action,/film/ghosted-2023/
action,/film/gemini-man-2019/
action,/film/predators/
action,/film/the-lone-ranger/
action,/film/knowing/
action,/film/last-action-hero/
action,/film/el-topo/
action,/film/ip-man/
action,/film/polite-society/
action,/film/rush-hour-3/
action,/film/die-another-day/
action,/film/clash-of-the-titans-2010/
action,/film/demolition-man/
action,/film/teenage-mutant-ninja-turtles/
action,/film/the-tourist/
action,/film/legends-of-the-fall/
action,/film/the-pacifier/
action,/film/deja-vu/
action,/film/underworld-2003/
action,/film/inferno-2016/
action,/film/tomorrow-never-dies/
action,/film/shaolin-soccer/
action,/film/air-force-one/
action,/film/batman-under-the-red-hood/
action,/film/knight-and-day/
action,/film/jackass-number-two/
action,/film/after-earth/
action,/film/live-free-or-die-hard/
action,/film/the-quick-and-the-dead-1995/
action,/film/charlies-angels-full-throttle/
action,/film/warcraft/
action,/film/cowboys-aliens/
action,/film/the-patriot-2000/
action,/film/joint-security-area/
action,/film/day-shift-2022/
action,/film/batman-the-killing-joke-2016/
action,/film/deepwater-horizon/
action,/film/commando/
action,/film/desperado/
action,/film/the-grey/
action,/film/brawl-in-cell-block-99/
action,/film/olympus-has-fallen/
action,/film/skyscraper-2018/
action,/film/the-running-man/
action,/film/hellboy-2019/
action,/film/taken-2/
action,/film/resident-evil-apocalypse/
action,/film/the-forever-purge/
action,/film/the-hidden-fortress/
action,/film/john-carter/
action,/film/the-bourne-legacy/
action,/film/deadpool-wolverine/
action,/film/cowboy-bebop-the-movie/
action,/film/evangelion-10-you-are-not-alone/
action,/film/plane-2023/
action,/film/the-expendables-2/
action,/film/conan-the-barbarian/
action,/film/riders-of-justice/
action,/film/gangster-squad/
action,/film/the-island-2005/
action,/film/dc-league-of-super-pets/
action,/film/grindhouse/
action,/film/those-who-wish-me-dead/
action,/film/lone-survivor/
action,/film/highlander/
action,/film/thunderball/
action,/film/darkman/
action,/film/independence-day-resurgence/
action,/film/black-dynamite/
action,/film/pusher/
action,/film/hundreds-of-beavers/
action,/film/non-stop-2014/
action,/film/white-house-down/
action,/film/star-trek-ii-the-wrath-of-khan/
action,/film/in-the-heart-of-the-sea/
action,/film/hardcore-henry/
action,/film/date-night/
action,/film/allied/
action,/film/robin-hood-2010/
action,/film/evangelion-20-you-can-not-advance/
action,/film/jackass-3d/
action,/film/ronin/
action,/film/zoolander-2/
action,/film/robocop-2014/
action,/film/the-legend-of-tarzan/
action,/film/the-world-is-not-enough/
action,/film/deep-blue-sea/
action,/film/catwoman/
action,/film/the-killer/
action,/film/on-her-majestys-secret-service/
action,/film/gunpowder-milkshake/
action,/film/bullitt/
action,/film/athena-2022-1/
action,/film/you-only-live-twice/
action,/film/blade-trinity/
action,/film/gone-in-sixty-seconds/
action,/film/mortal-kombat/
action,/film/the-taking-of-pelham-one-two-three/
action,/film/thx-1138/
action,/film/resident-evil-welcome-to-raccoon-city/
action,/film/waterworld/
action,/film/super-2010/
action,/film/hackers/
action,/film/rambo-first-blood-part-ii/
action,/film/the-transporter/
action,/film/willow/
action,/film/evangelion-30-you-can-not-redo/
action,/film/unstoppable-2010/
action,/film/ms-45/
action,/film/johnny-english/
action,/film/the-bodyguard-1992/
action,/film/live-and-let-die/
action,/film/the-karate-kid-part-ii/
action,/film/resident-evil-extinction/
action,/film/hitmans-wifes-bodyguard/
action,/film/the-spy-who-dumped-me/
action,/film/13-hours-the-secret-soldiers-of-benghazi/
action,/film/redline/
action,/film/the-lion-king-3-hakuna-matata/
action,/film/anna-2019/
action,/film/sanjuro/
action,/film/justice-league-the-flashpoint-paradox/
action,/film/dragged-across-concrete/
action,/film/the-5th-wave/
action,/film/the-mummy-tomb-of-the-dragon-emperor/
action,/film/the-spy-who-loved-me/
action,/film/small-soldiers/
action,/film/kagemusha/
action,/film/enemy-of-the-state/
action,/film/sin-city-a-dame-to-kill-for/
action,/film/spider-man-beyond-the-spider-verse/
action,/film/g-force/
action,/film/rocknrolla/
action,/film/project-power-2020/
action,/film/pitch-black/
action,/film/unhinged-2020/
action,/film/greyhound/
action,/film/the-green-hornet/
action,/film/the-monuments-men/
action,/film/300-rise-of-an-empire/
action,/film/blackhat/
action,/film/sonatine/
action,/film/snakes-on-a-plane/
action,/film/journey-2-the-mysterious-island/
action,/film/resident-evil-retribution/
action,/film/the-commuter/
action,/film/lethal-weapon-2/
action,/film/shooter/
action,/film/the-dark-tower/
action,/film/serenity/
action,/film/moonraker/
action,/film/sharknado/
action,/film/the-sorcerers-apprentice-2010/
action,/film/the-chaser/
action,/film/the-day-of-the-beast/
action,/film/riddick/
action,/film/doom/
action,/film/faster-pussycat-kill-kill/
action,/film/elektra/
action,/film/the-host-2013/
action,/film/ava-2020/
action,/film/pandorum/
action,/film/dragonball-evolution/
action,/film/the-good-the-bad-the-weird/
action,/film/the-gangster-the-cop-the-devil/
action,/film/spy-game/
action,/film/transporter-2/
action,/film/batman-beyond-return-of-the-joker/
action,/film/the-witch-part-1-the-subversion/
action,/film/ashes-of-time/
action,/film/superman-iii/
action,/film/samurai-rebellion/
action,/film/gamer/
action,/film/justice-league-dark-apokolips-war/
action,/film/the-losers/
action,/film/rolling-thunder/
action,/film/smokin-aces/
action,/film/eagle-eye/
action,/film/first-love-2019/
action,/film/astro-boy/
action,/film/haywire/
action,/film/shanghai-knights/
action,/film/police-story-2/
action,/film/the-way-of-the-dragon/
action,/film/species/
action,/film/kill-boksoon/
action,/film/the-family-2013/
action,/film/tekkonkinkreet/
action,/film/why-dont-you-play-in-hell/
action,/film/death-wish/
action,/film/batman-hush/
action,/film/tokyo-fist/
action,/film/death-race-2000/
action,/film/jawan/
action,/film/film:151796/
action,/film/robin-hood-2018/
action,/film/hercules-2014/
action,/film/star-trek-vi-the-undiscovered-country/
action,/film/kung-pow-enter-the-fist/
action,/film/wings/
action,/film/devotion-2022/
action,/film/dantes-peak/
action,/film/pompeii/
action,/film/maximum-overdrive/
action,/film/spy-kids-all-the-time-in-the-world/
action,/film/swordfish/
action,/film/destroyer-2018/
action,/film/project-almanac/
action,/film/the-net/
action,/film/the-getaway/
action,/film/rumble-in-the-bronx/
action,/film/lake-placid/
action,/film/atlas-2024/
action,/film/king-arthur/
action,/film/shoot-em-up/
action,/film/ghosts-of-mars/
action,/film/xxx-return-of-xander-cage/
action,/film/never-say-never-again/
action,/film/battle-for-the-planet-of-the-apes/
action,/film/next/
action,/film/the-villainess/
action,/film/the-do-over/
action,/film/poseidon/
action,/film/immortals/
action,/film/popeye/
action,/film/the-mexican/
action,/film/the-proposition-2005/
action,/film/a-touch-of-sin/
action,/film/around-the-world-in-80-days-2004/
action,/film/kangaroo-jack/
action,/film/justice-league-war/
action,/film/black-rain/
action,/film/the-family-plan/
action,/film/mothra-vs-godzilla/
action,/film/12-strong/
action,/film/push-2009/
action,/film/under-siege/
